year,sgg_cd,sgg_nm,bjdong_nm,cost,build_year
2024,11380,은평구,신사동,59700,1994
2024,11590,동작구,신대방동,86000,1996
2024,11260,중랑구,면목동,108000,2020
2024,11560,영등포구,당산동2가,38100,1999
2024,11650,서초구,반포동,407000,2018
2024,11470,양천구,목동,35000,2018
2024,11410,서대문구,북아현동,74500,1999
2024,11230,동대문구,답십리동,41000,1992
2024,11740,강동구,천호동,26300,2021
2024,11620,관악구,봉천동,75500,2003
2024,11710,송파구,송파동,51800,2019
2024,11200,성동구,하왕십리동,123500,2017
2024,11680,강남구,역삼동,15000,2012
2024,11440,마포구,망원동,25950,2008
2024,11740,강동구,천호동,135000,2017
2024,11500,강서구,방화동,21300,2001
2024,11530,구로구,구로동,59800,1989
2024,11350,노원구,월계동,28500,1992
2024,11380,은평구,진관동,104000,2019
2024,11500,강서구,마곡동,12500,2015
2024,11440,마포구,염리동,35000,2021
2024,11545,금천구,독산동,18300,2019
2024,11200,성동구,성수동2가,23000,2012
2024,11380,은평구,진관동,84000,2010
2024,11530,구로구,개봉동,7500,2012
2024,11260,중랑구,묵동,30500,2002
2024,11380,은평구,응암동,24300,2011
2024,11350,노원구,중계동,26900,2016
2024,11620,관악구,남현동,28000,2016
2024,11215,광진구,군자동,28000,1997
2024,11305,강북구,우이동,10750,1991
2024,11500,강서구,방화동,43000,1996
2024,11620,관악구,봉천동,23800,1966
2024,11560,영등포구,양평동4가,26500,2017
2024,11500,강서구,방화동,8100,1999
2024,11350,노원구,상계동,14500,1990
2024,11215,광진구,구의동,36500,2004
2024,11305,강북구,미아동,62800,2004
2024,11320,도봉구,도봉동,14500,1988
2024,11560,영등포구,영등포동4가,23000,2013
2024,11620,관악구,봉천동,25500,2003
2024,11380,은평구,구산동,8000,1994
2024,11305,강북구,수유동,46000,1992
2024,11290,성북구,길음동,93500,2005
2024,11290,성북구,석관동,35000,1994
2024,11590,동작구,신대방동,40500,2002
2024,11350,노원구,중계동,39500,1990
2024,11590,동작구,상도동,114500,2012
2024,11140,중구,중림동,27500,2006
2024,11200,성동구,행당동,22000,2006
2024,11200,성동구,하왕십리동,129000,2004
2024,11500,강서구,마곡동,29000,2016
2024,11350,노원구,하계동,12500,1996
2024,11680,강남구,자곡동,37000,2017
2024,11530,구로구,구로동,52000,1998
2024,11740,강동구,천호동,29700,2021
2024,11230,동대문구,휘경동,17500,2019
2024,11740,강동구,천호동,32200,2021
2024,11320,도봉구,창동,35000,2017
2024,11290,성북구,돈암동,66500,1998
2024,11740,강동구,천호동,15000,2004
2024,11470,양천구,신정동,33000,2016
2024,11215,광진구,화양동,45000,2021
2024,11530,구로구,구로동,16400,1996
2024,11680,강남구,도곡동,285000,2006
2024,11350,노원구,공릉동,59900,2001
2024,11470,양천구,신월동,12500,1993
2024,11440,마포구,상수동,18000,2005
2024,11290,성북구,길음동,90000,2010
2024,11410,서대문구,연희동,42700,2017
2024,11200,성동구,행당동,133000,2000
2024,11380,은평구,구산동,9000,2012
2024,11530,구로구,오류동,62000,1998
2024,11470,양천구,목동,24900,2003
2024,11545,금천구,독산동,21000,2016
2024,11320,도봉구,도봉동,27000,2003
2024,11530,구로구,고척동,9900,2002
2024,11620,관악구,신림동,18200,2014
2024,11230,동대문구,장안동,4300,1999
2024,11440,마포구,망원동,80000,2005
2024,11380,은평구,응암동,13400,1991
2024,11380,은평구,역촌동,35000,2002
2024,11140,중구,신당동,95500,2002
2024,11110,종로구,홍파동,164000,2017
2024,11320,도봉구,도봉동,11000,1991
2024,11740,강동구,상일동,19000,1986
2024,11530,구로구,온수동,38000,2010
2024,11560,영등포구,여의도동,250000,1975
2024,11380,은평구,녹번동,33000,1996
2024,11620,관악구,봉천동,36900,2004
2024,11710,송파구,방이동,50000,2016
2024,11710,송파구,삼전동,28250,1991
2024,11560,영등포구,대림동,29800,1994
2024,11620,관악구,봉천동,17000,1986
2024,11740,강동구,길동,11200,2012
2024,11200,성동구,하왕십리동,115000,2016
2024,11620,관악구,신림동,43000,1997
2024,11440,마포구,망원동,38000,1991
2024,11590,동작구,사당동,128000,1990
2024,11410,서대문구,연희동,26000,2008
2024,11320,도봉구,창동,13500,1993
2024,11500,강서구,화곡동,25900,2000
2024,11620,관악구,봉천동,36900,2004
2024,11470,양천구,신월동,27000,1994
2024,11530,구로구,개봉동,47000,2002
2024,11320,도봉구,방학동,20000,2002
2024,11410,서대문구,남가좌동,112000,2019
2024,11380,은평구,역촌동,12500,2002
2024,11200,성동구,금호동2가,120000,2012
2024,11260,중랑구,면목동,39800,2021
2024,11650,서초구,방배동,35400,1992
2024,11680,강남구,자곡동,20000,2014
2024,11380,은평구,응암동,72000,1994
2024,11500,강서구,화곡동,20000,2013
2024,11500,강서구,마곡동,23000,2017
2024,11740,강동구,성내동,56700,2004
2024,11560,영등포구,양평동6가,37000,2011
2024,11530,구로구,고척동,23500,1976
2024,11590,동작구,상도동,12000,2012
2024,11230,동대문구,전농동,97500,2012
2024,11710,송파구,문정동,23500,2017
2024,11530,구로구,구로동,21000,1997
2024,11380,은평구,녹번동,30500,2016
2024,11230,동대문구,용두동,19000,2019
2024,11530,구로구,오류동,62000,2004
2024,11680,강남구,청담동,255000,2002
2024,11440,마포구,상암동,19500,2017
2024,11560,영등포구,신길동,106000,1974
2024,11320,도봉구,방학동,60000,1986
2024,11440,마포구,용강동,35500,2015
2024,11620,관악구,남현동,63000,2005
2024,11290,성북구,하월곡동,63000,2004
2024,11200,성동구,상왕십리동,17400,2003
2024,11530,구로구,고척동,39000,1986
2024,11530,구로구,천왕동,75000,2011
2024,11260,중랑구,묵동,47000,2004
2024,11470,양천구,신월동,67300,2020
2024,11530,구로구,구로동,10000,2014
2024,11710,송파구,송파동,31400,2016
2024,11680,강남구,역삼동,29000,2015
2024,11380,은평구,신사동,32200,2016
2024,11440,마포구,신수동,46500,1986
2024,11290,성북구,삼선동5가,29000,2002
2024,11260,중랑구,신내동,54000,2005
2024,11590,동작구,상도동,33500,2017
2024,11710,송파구,풍납동,30000,2015
2024,11470,양천구,신월동,8500,1986
2024,11530,구로구,온수동,37000,2010
2024,11440,마포구,망원동,85500,1999
2024,11200,성동구,하왕십리동,147000,2015
2024,11620,관악구,봉천동,42000,1971
2024,11380,은평구,역촌동,31000,2017
2024,11560,영등포구,양평동3가,98000,2000
2024,11740,강동구,상일동,154500,2020
2024,11440,마포구,성산동,23500,2021
2024,11200,성동구,금호동2가,130000,2016
2024,11710,송파구,잠실동,104500,2008
2024,11380,은평구,신사동,60500,1997
2024,11380,은평구,응암동,114000,2021
2024,11530,구로구,구로동,28000,2023
2024,11545,금천구,시흥동,29500,2016
2024,11380,은평구,진관동,70000,2017
2024,11620,관악구,신림동,29000,1990
2024,11380,은평구,응암동,115800,2022
2024,11230,동대문구,답십리동,64400,2001
2024,11590,동작구,대방동,90000,1995
2024,11290,성북구,정릉동,76000,2004
2024,11710,송파구,가락동,119000,2018
2024,11290,성북구,하월곡동,24000,2010
2024,11110,종로구,신영동,41200,1987
2024,11560,영등포구,신길동,13000,2003
2024,11200,성동구,금호동4가,120500,2007
2024,11350,노원구,월계동,96000,2002
2024,11500,강서구,등촌동,85000,1994
2024,11680,강남구,일원동,81000,1992
2024,11530,구로구,온수동,43000,1988
2024,11545,금천구,독산동,16000,2019
2024,11290,성북구,장위동,32700,2023
2024,11305,강북구,미아동,7800,2015
2024,11530,구로구,개봉동,52700,1995
2024,11560,영등포구,신길동,109000,2020
2024,11710,송파구,가락동,215000,2018
2024,11140,중구,황학동,23900,2015
2024,11560,영등포구,도림동,30000,2003
2024,11530,구로구,구로동,16000,2003
2024,11410,서대문구,연희동,16500,2001
2024,11170,용산구,한강로2가,26800,2004
2024,11380,은평구,응암동,95000,2021
2024,11560,영등포구,신길동,138000,2021
2024,11470,양천구,신월동,88500,2020
2024,11740,강동구,성내동,27000,2011
2024,11230,동대문구,답십리동,80000,2011
2024,11470,양천구,신월동,94000,2020
2024,11740,강동구,길동,23000,2016
2024,11500,강서구,등촌동,30500,2015
2024,11530,구로구,구로동,105000,2000
2024,11380,은평구,응암동,85000,2020
2024,11620,관악구,신림동,25800,2018
2024,11260,중랑구,망우동,38700,2011
2024,11710,송파구,방이동,191000,1988
2024,11740,강동구,고덕동,124500,2016
2024,11470,양천구,신정동,124000,2016
2024,11200,성동구,옥수동,211000,1998
2024,11740,강동구,고덕동,135000,2016
2024,11740,강동구,암사동,34000,2015
2024,11290,성북구,길음동,96000,2005
2024,11650,서초구,서초동,30500,2016
2024,11290,성북구,길음동,88000,2007
2024,11680,강남구,역삼동,192000,2005
2024,11350,노원구,공릉동,59000,1997
2024,11260,중랑구,상봉동,24000,2001
2024,11560,영등포구,대림동,58800,2022
2024,11290,성북구,길음동,49000,1993
2024,11200,성동구,마장동,88000,2004
2024,11320,도봉구,방학동,26000,1989
2024,11350,노원구,중계동,61000,1990
2024,11710,송파구,방이동,125000,1991
2024,11440,마포구,마포동,121500,2000
2024,11500,강서구,내발산동,25500,2015
2024,11620,관악구,신림동,21000,2014
2024,11260,중랑구,면목동,31300,2012
2024,11440,마포구,망원동,47900,2023
2024,11440,마포구,망원동,49900,2023
2024,11260,중랑구,묵동,26900,1987
2024,11350,노원구,중계동,35400,1992
2024,11380,은평구,진관동,82000,2010
2024,11215,광진구,자양동,32000,1994
2024,11410,서대문구,남가좌동,68500,1999
2024,11215,광진구,광장동,96500,1999
2024,11710,송파구,잠실동,226000,2007
2024,11200,성동구,하왕십리동,188000,2015
2024,11650,서초구,양재동,14900,1991
2024,11500,강서구,염창동,105000,2005
2024,11260,중랑구,신내동,16500,2014
2024,11200,성동구,옥수동,173000,1999
2024,11470,양천구,신월동,76000,2003
2024,11110,종로구,누상동,37000,2000
2024,11140,중구,황학동,81000,2008
2024,11740,강동구,암사동,110000,2008
2024,11740,강동구,성내동,73000,2019
2024,11140,중구,황학동,20000,2013
2024,11530,구로구,궁동,20500,2016
2024,11290,성북구,하월곡동,43000,2017
2024,11470,양천구,신월동,55500,2006
2024,11650,서초구,서초동,30000,2004
2024,11740,강동구,성내동,26500,2017
2024,11260,중랑구,면목동,93500,2020
2024,11290,성북구,상월곡동,59900,2003
2024,11305,강북구,우이동,17500,2011
2024,11500,강서구,화곡동,20000,2003
2024,11710,송파구,방이동,39000,2003
2024,11650,서초구,반포동,250000,2002
2024,11230,동대문구,제기동,29500,2001
2024,11710,송파구,방이동,19000,
2024,11500,강서구,화곡동,18900,2012
2024,11215,광진구,중곡동,7000,2000
2024,11500,강서구,방화동,20500,2015
2024,11650,서초구,신원동,15000,2018
2024,11740,강동구,둔촌동,53600,2016
2024,11680,강남구,역삼동,38001,1991
2024,11740,강동구,천호동,170941,1989
2024,11530,구로구,개봉동,11000,1993
2024,11290,성북구,정릉동,21000,2009
2024,11500,강서구,공항동,24800,2015
2024,11740,강동구,성내동,22700,2008
2024,11200,성동구,금호동4가,133000,2007
2024,11680,강남구,세곡동,134000,2012
2024,11410,서대문구,홍은동,114500,2022
2024,11500,강서구,화곡동,16400,2014
2024,11545,금천구,시흥동,71000,2004
2024,11620,관악구,신림동,25000,2001
2024,11680,강남구,자곡동,17500,2017
2024,11680,강남구,역삼동,34000,1991
2024,11215,광진구,자양동,105000,1996
2024,11290,성북구,돈암동,67200,1999
2024,11215,광진구,광장동,51000,2002
2024,11440,마포구,공덕동,81000,1989
2024,11380,은평구,구산동,50000,1991
2024,11380,은평구,구산동,19000,2015
2024,11290,성북구,종암동,26000,2017
2024,11680,강남구,도곡동,27500,1998
2024,11260,중랑구,상봉동,15300,1995
2024,11500,강서구,방화동,7900,1999
2024,11260,중랑구,면목동,109000,2020
2024,11260,중랑구,망우동,60000,2006
2024,11350,노원구,월계동,43000,2002
2024,11260,중랑구,망우동,62000,2006
2024,11560,영등포구,대림동,40000,1999
2024,11545,금천구,시흥동,68800,2006
2024,11320,도봉구,쌍문동,29000,2019
2024,11560,영등포구,여의도동,212000,1974
2024,11470,양천구,목동,108400,1999
2024,11470,양천구,신월동,23000,2016
2024,11530,구로구,구로동,16800,1998
2024,11290,성북구,정릉동,53750,1999
2024,11110,종로구,명륜3가,100000,1991
2024,11290,성북구,정릉동,34000,2001
2024,11530,구로구,궁동,23550,2002
2024,11350,노원구,월계동,28500,1992
2024,11350,노원구,월계동,28500,1992
2024,11440,마포구,망원동,38500,2020
2024,11215,광진구,자양동,34000,2008
2024,11350,노원구,월계동,42500,2002
2024,11200,성동구,하왕십리동,122500,2016
2024,11440,마포구,망원동,27500,1991
2024,11410,서대문구,북가좌동,18000,1986
2024,11230,동대문구,제기동,30000,2002
2024,11230,동대문구,전농동,56000,2022
2024,11305,강북구,미아동,27500,1998
2024,11500,강서구,화곡동,10000,1996
2024,11215,광진구,군자동,19000,2019
2024,11260,중랑구,면목동,72500,1994
2024,11350,노원구,월계동,28500,1992
2024,11380,은평구,대조동,36900,2014
2024,11215,광진구,자양동,50000,2008
2024,11305,강북구,미아동,24700,1997
2024,11440,마포구,도화동,13500,1987
2024,11530,구로구,구로동,23000,2003
2024,11740,강동구,천호동,9250,1994
2024,11530,구로구,개봉동,14700,1990
2024,11320,도봉구,쌍문동,29500,1988
2024,11380,은평구,대조동,20000,2017
2024,11680,강남구,도곡동,410000,2003
2024,11350,노원구,중계동,39800,1989
2024,11470,양천구,목동,21800,2016
2024,11530,구로구,고척동,52500,1996
2024,11290,성북구,동소문동6가,20000,2015
2024,11290,성북구,장위동,19500,2002
2024,11440,마포구,상암동,61000,2009
2024,11530,구로구,고척동,60000,2001
2024,11380,은평구,역촌동,27000,2011
2024,11530,구로구,개봉동,27000,2002
2024,11440,마포구,망원동,43700,2003
2024,11350,노원구,상계동,30400,2008
2024,11710,송파구,잠실동,31000,1994
2024,11710,송파구,송파동,55500,2019
2024,11620,관악구,신림동,19000,1991
2024,11380,은평구,진관동,22000,2013
2024,11320,도봉구,도봉동,10000,2014
2024,11650,서초구,서초동,13000,2004
2024,11260,중랑구,신내동,33100,1996
2024,11590,동작구,노량진동,113000,1997
2024,11710,송파구,문정동,24100,2013
2024,11500,강서구,화곡동,28000,2004
2024,11320,도봉구,도봉동,14000,2003
2024,11620,관악구,신림동,16000,2012
2024,11260,중랑구,면목동,73000,2006
2024,11620,관악구,신림동,18000,1994
2024,11620,관악구,신림동,15000,2021
2024,11560,영등포구,여의도동,34000,1991
2024,11380,은평구,불광동,42000,2020
2024,11470,양천구,신정동,131000,1988
2024,11170,용산구,문배동,18500,2013
2024,11710,송파구,장지동,89700,2013
2024,11410,서대문구,남가좌동,70000,2015
2024,11380,은평구,응암동,84000,2020
2024,11170,용산구,이촌동,238000,2001
2024,11260,중랑구,면목동,63700,2006
2024,11215,광진구,자양동,50000,2016
2024,11440,마포구,용강동,160000,2015
2024,11680,강남구,개포동,111000,1992
2024,11620,관악구,봉천동,60000,1998
2024,11500,강서구,개화동,13950,2014
2024,11620,관악구,신림동,17000,1996
2024,11350,노원구,하계동,57300,1999
2024,11545,금천구,시흥동,9300,2012
2024,11620,관악구,봉천동,75000,2004
2024,11500,강서구,화곡동,21500,2017
2024,11200,성동구,상왕십리동,29000,2019
2024,11620,관악구,신림동,18000,1992
2024,11500,강서구,화곡동,8000,2002
2024,11620,관악구,신림동,18500,2002
2024,11470,양천구,신정동,62000,1999
2024,11230,동대문구,용두동,15000,2019
2024,11230,동대문구,용두동,15000,2019
2024,11530,구로구,구로동,65500,2004
2024,11620,관악구,신림동,32000,2008
2024,11740,강동구,고덕동,89330,0
2024,11530,구로구,항동,65000,2019
2024,11650,서초구,방배동,20000,1987
2024,11350,노원구,중계동,28800,2008
2024,11230,동대문구,전농동,70000,1998
2024,11380,은평구,갈현동,18300,1991
2024,11710,송파구,가락동,133500,1997
2024,11305,강북구,우이동,35000,1979
2024,11200,성동구,금호동4가,35000,1995
2024,11410,서대문구,연희동,30000,2001
2024,11680,강남구,대치동,200000,2002
2024,11470,양천구,신월동,20000,1993
2024,11380,은평구,갈현동,9700,2002
2024,11380,은평구,증산동,55144,1991
2024,11710,송파구,거여동,132000,2021
2024,11110,종로구,구기동,70000,1991
2024,11380,은평구,진관동,41000,2017
2024,11470,양천구,신정동,250000,2023
2024,11440,마포구,현석동,179500,2016
2024,11710,송파구,오금동,20000,1996
2024,11500,강서구,화곡동,15500,1993
2024,11470,양천구,신정동,17700,2008
2024,11620,관악구,신림동,21000,1991
2024,11710,송파구,문정동,137000,2004
2024,11260,중랑구,상봉동,24500,1994
2024,11305,강북구,수유동,22800,2013
2024,11380,은평구,대조동,38000,2003
2024,11500,강서구,방화동,23000,2002
2024,11260,중랑구,묵동,23550,2016
2024,11530,구로구,구로동,46000,1998
2024,11380,은평구,증산동,50000,1995
2024,11620,관악구,신림동,15000,1990
2024,11620,관악구,신림동,17000,1993
2024,11380,은평구,응암동,26800,2002
2024,11440,마포구,망원동,44000,2003
2024,11290,성북구,길음동,70800,2003
2024,11740,강동구,암사동,114500,2008
2024,11590,동작구,사당동,67000,1993
2024,11410,서대문구,북가좌동,10300,1990
2024,11200,성동구,성수동2가,24000,
2024,11710,송파구,방이동,33000,2002
2024,11215,광진구,자양동,83000,2017
2024,11410,서대문구,북가좌동,12500,1986
2024,11410,서대문구,홍제동,30000,1975
2024,11260,중랑구,망우동,70000,1991
2024,11680,강남구,개포동,44500,1997
2024,11440,마포구,합정동,33700,2002
2024,11530,구로구,개봉동,50000,1997
2024,11170,용산구,한강로1가,60000,2005
2024,11230,동대문구,장안동,13000,2012
2024,11440,마포구,공덕동,105000,1989
2024,11740,강동구,천호동,19500,1991
2024,11620,관악구,신림동,65000,2008
2024,11290,성북구,정릉동,48500,2005
2024,11290,성북구,정릉동,59700,2005
2024,11290,성북구,정릉동,67600,2007
2024,11305,강북구,수유동,24800,2012
2024,11320,도봉구,창동,23750,2002
2024,11740,강동구,암사동,19000,2008
2024,11215,광진구,화양동,13900,2017
2024,11110,종로구,사직동,170000,2008
2024,11215,광진구,자양동,32000,2007
2024,11740,강동구,천호동,35000,2017
2024,11470,양천구,신월동,27000,2008
2024,11530,구로구,항동,62000,2019
2024,11440,마포구,염리동,59700,2021
2024,11710,송파구,문정동,21900,2015
2024,11710,송파구,가락동,202000,2018
2024,11350,노원구,상계동,50000,1988
2024,11620,관악구,신림동,33900,2020
2024,11500,강서구,화곡동,27000,2014
2024,11560,영등포구,양평동6가,71600,1999
2024,11350,노원구,상계동,79300,2000
2024,11290,성북구,돈암동,64000,2007
2024,11500,강서구,방화동,36700,1994
2024,11290,성북구,돈암동,26000,2014
2024,11380,은평구,갈현동,55000,1976
2024,11560,영등포구,양평동3가,84500,1998
2024,11290,성북구,돈암동,57000,1999
2024,11350,노원구,상계동,54500,1995
2024,11560,영등포구,여의도동,255000,1971
2024,11290,성북구,정릉동,27000,1997
2024,11260,중랑구,신내동,50000,1996
2024,11470,양천구,신정동,44000,2001
2024,11440,마포구,망원동,30600,2002
2024,11620,관악구,봉천동,21500,2013
2024,11545,금천구,시흥동,14700,1993
2024,11200,성동구,행당동,97000,1995
2024,11590,동작구,상도동,98000,2003
2024,11710,송파구,방이동,32000,2020
2024,11470,양천구,목동,255000,1986
2024,11470,양천구,목동,269000,1986
2024,11260,중랑구,면목동,27000,2014
2024,11470,양천구,신정동,209000,1987
2024,11320,도봉구,창동,81500,1992
2024,11530,구로구,구로동,65000,2004
2024,11590,동작구,사당동,115000,2003
2024,11380,은평구,역촌동,32000,2016
2024,11560,영등포구,문래동6가,44600,2004
2024,11305,강북구,수유동,18000,2003
2024,11560,영등포구,대림동,63500,2001
2024,11650,서초구,양재동,50000,1998
2024,11440,마포구,도화동,104200,1997
2024,11740,강동구,천호동,34500,2020
2024,11410,서대문구,대현동,94000,1999
2024,11440,마포구,신수동,142000,2019
2024,11680,강남구,역삼동,143000,1997
2024,11440,마포구,망원동,29000,2003
2024,11470,양천구,신정동,63000,1999
2024,11530,구로구,구로동,32000,2016
2024,11140,중구,신당동,51000,2008
2024,11530,구로구,구로동,31000,2015
2024,11680,강남구,압구정동,480000,1982
2024,11500,강서구,등촌동,50000,1994
2024,11710,송파구,오금동,38000,1990
2024,11740,강동구,강일동,7000,2015
2024,11560,영등포구,당산동2가,37000,2022
2024,11305,강북구,수유동,30000,2014
2024,11740,강동구,암사동,83000,2005
2024,11500,강서구,등촌동,39000,2005
2024,11560,영등포구,여의도동,238000,1975
2024,11140,중구,신당동,120000,1999
2024,11470,양천구,목동,36000,2023
2024,11350,노원구,상계동,53500,1993
2024,11560,영등포구,양평동5가,85500,1996
2024,11380,은평구,증산동,79000,2002
2024,11380,은평구,응암동,75000,2021
2024,11305,강북구,미아동,58000,2004
2024,11410,서대문구,남가좌동,114500,2015
2024,11380,은평구,응암동,43000,2001
2024,11560,영등포구,당산동1가,41100,2017
2024,11710,송파구,잠실동,191500,2007
2024,11440,마포구,성산동,47000,2017
2024,11200,성동구,하왕십리동,149500,2015
2024,11560,영등포구,여의도동,200000,2007
2024,11650,서초구,서초동,35500,2018
2024,11290,성북구,장위동,91800,2022
2024,11290,성북구,장위동,87700,2008
2024,11305,강북구,미아동,45500,1998
2024,11215,광진구,자양동,32900,2019
2024,11545,금천구,독산동,17000,2019
2024,11560,영등포구,대림동,33000,2003
2024,11740,강동구,성내동,43000,2022
2024,11530,구로구,구로동,63000,1989
2024,11200,성동구,옥수동,155000,2016
2024,11620,관악구,봉천동,23000,1996
2024,11530,구로구,온수동,61500,2010
2024,11500,강서구,가양동,65500,1993
2024,11545,금천구,독산동,26000,2012
2024,11230,동대문구,청량리동,60000,1980
2024,11350,노원구,공릉동,43000,1999
2024,11530,구로구,구로동,62300,2006
2024,11200,성동구,금호동2가,145000,2012
2024,11350,노원구,상계동,42400,2001
2024,11200,성동구,금호동2가,124000,2012
2024,11230,동대문구,이문동,85000,1969
2024,11200,성동구,하왕십리동,93000,2004
2024,11680,강남구,수서동,133500,2014
2024,11740,강동구,천호동,109000,1969
2024,11740,강동구,길동,66500,1994
2024,11680,강남구,청담동,569000,1999
2024,11680,강남구,자곡동,97000,2015
2024,11440,마포구,염리동,196500,2003
2024,11320,도봉구,창동,87000,2004
2024,11620,관악구,신림동,55000,2000
2024,11470,양천구,신월동,17000,1990
2024,11200,성동구,행당동,138000,2000
2024,11380,은평구,대조동,28000,1994
2024,11590,동작구,상도동,134500,2013
2024,11260,중랑구,면목동,44200,1987
2024,11290,성북구,석관동,49700,1994
2024,11500,강서구,마곡동,18300,2017
2024,11305,강북구,수유동,20000,2016
2024,11380,은평구,응암동,36000,2016
2024,11290,성북구,돈암동,53400,1998
2024,11590,동작구,신대방동,114500,2002
2024,11740,강동구,천호동,26000,2021
2024,11500,강서구,화곡동,30000,2022
2024,11740,강동구,상일동,125500,2019
2024,11710,송파구,잠실동,267500,1978
2024,11740,강동구,상일동,139000,2021
2024,11530,구로구,고척동,76900,2009
2024,11230,동대문구,휘경동,6900,2002
2024,11440,마포구,공덕동,137000,1999
2024,11500,강서구,화곡동,23000,2014
2024,11230,동대문구,전농동,84000,2000
2024,11380,은평구,진관동,12000,2018
2024,11215,광진구,자양동,35000,2019
2024,11620,관악구,신림동,33000,2003
2024,11290,성북구,돈암동,63500,1991
2024,11170,용산구,이촌동,142500,1999
2024,11560,영등포구,신길동,95000,1997
2024,11710,송파구,석촌동,50000,2008
2024,11350,노원구,공릉동,57500,2004
2024,11590,동작구,흑석동,90000,1993
2024,11380,은평구,갈현동,40000,2016
2024,11260,중랑구,중화동,9200,2021
2024,11200,성동구,금호동1가,110000,2001
2024,11590,동작구,사당동,117500,2021
2024,11410,서대문구,남가좌동,80000,2022
2024,11680,강남구,개포동,290000,0
2024,11290,성북구,장위동,36000,2017
2024,11260,중랑구,신내동,58500,1997
2024,11320,도봉구,방학동,24600,1989
2024,11410,서대문구,홍제동,116000,1992
2024,11500,강서구,화곡동,14500,2011
2024,11545,금천구,가산동,26500,2015
2024,11710,송파구,가락동,206000,2018
2024,11260,중랑구,면목동,41000,2018
2024,11320,도봉구,방학동,19000,2002
2024,11590,동작구,상도동,124000,2013
2024,11305,강북구,미아동,79900,2019
2024,11350,노원구,월계동,9500,1992
2024,11620,관악구,신림동,50000,2003
2024,11290,성북구,정릉동,45000,2022
2024,11710,송파구,잠실동,322000,2008
2024,11500,강서구,방화동,8100,1999
2024,11350,노원구,공릉동,47700,1999
2024,11440,마포구,도화동,124000,1997
2024,11380,은평구,역촌동,22500,2013
2024,11380,은평구,진관동,12600,2015
2024,11590,동작구,상도동,25000,2013
2024,11350,노원구,공릉동,46500,2004
2024,11590,동작구,대방동,14000,2016
2024,11305,강북구,수유동,17000,2012
2024,11620,관악구,신림동,49700,2000
2024,11710,송파구,풍납동,120500,1995
2024,11410,서대문구,연희동,165000,2005
2024,11440,마포구,성산동,13300,2016
2024,11380,은평구,불광동,87000,2011
2024,11350,노원구,중계동,37500,1991
2024,11590,동작구,상도동,114500,2016
2024,11500,강서구,화곡동,103000,2002
2024,11170,용산구,용산동2가,28000,2002
2024,11560,영등포구,신길동,89000,2001
2024,11290,성북구,정릉동,49200,2005
2024,11560,영등포구,당산동5가,140000,1984
2024,11470,양천구,목동,141000,1986
2024,11440,마포구,상암동,12200,2013
2024,11710,송파구,송파동,151000,2012
2024,11200,성동구,금호동2가,125000,2012
2024,11305,강북구,미아동,16000,2001
2024,11380,은평구,응암동,53800,2008
2024,11710,송파구,석촌동,24500,2016
2024,11290,성북구,장위동,49000,1975
2024,11740,강동구,고덕동,143000,2019
2024,11380,은평구,역촌동,15000,1991
2024,11290,성북구,종암동,88000,2009
2024,11410,서대문구,북가좌동,13500,1988
2024,11710,송파구,방이동,285000,1988
2024,11500,강서구,화곡동,18600,2017
2024,11320,도봉구,쌍문동,16000,1995
2024,11740,강동구,명일동,12000,2018
2024,11560,영등포구,영등포동3가,52439,2023
2024,11710,송파구,잠실동,237000,2008
2024,11590,동작구,상도동,25000,2007
2024,11410,서대문구,홍제동,102000,1993
2024,11320,도봉구,도봉동,10000,1991
2024,11590,동작구,사당동,36000,2007
2024,11410,서대문구,북가좌동,27000,2014
2024,11650,서초구,서초동,44900,2016
2024,11380,은평구,녹번동,20000,2017
2024,11380,은평구,응암동,95900,2021
2024,11140,중구,을지로5가,20000,2003
2024,11590,동작구,사당동,16000,2012
2024,11530,구로구,고척동,19000,2002
2024,11215,광진구,자양동,23000,1993
2024,11305,강북구,미아동,85500,2017
2024,11710,송파구,방이동,20000,
2024,11440,마포구,망원동,28000,2017
2024,11200,성동구,옥수동,123800,1997
2024,11260,중랑구,신내동,8000,2003
2024,11740,강동구,암사동,15000,2018
2024,11110,종로구,내수동,51000,2004
2024,11230,동대문구,휘경동,21600,2020
2024,11215,광진구,중곡동,24500,1995
2024,11530,구로구,구로동,43500,1998
2024,11500,강서구,화곡동,9200,2012
2024,11530,구로구,구로동,57300,1984
2024,11380,은평구,역촌동,27000,2012
2024,11500,강서구,화곡동,11000,1993
2024,11410,서대문구,홍은동,49500,2000
2024,11740,강동구,암사동,13000,1993
2024,11650,서초구,서초동,114900,1989
2024,11230,동대문구,장안동,8500,2014
2024,11350,노원구,월계동,34500,1995
2024,11545,금천구,독산동,28000,2002
2024,11620,관악구,봉천동,22000,1989
2024,11560,영등포구,당산동4가,120000,1997
2024,11560,영등포구,영등포동7가,126500,2017
2024,11560,영등포구,양평동5가,79000,1996
2024,11200,성동구,성수동2가,520000,1983
2024,11740,강동구,암사동,36000,2002
2024,11530,구로구,구로동,20000,1984
2024,11530,구로구,구로동,18000,1984
2024,11560,영등포구,당산동5가,149000,2020
2024,11410,서대문구,남가좌동,75250,2000
2024,11380,은평구,구산동,18000,2015
2024,11410,서대문구,남가좌동,88000,2000
2024,11305,강북구,미아동,24500,1991
2024,11200,성동구,성수동2가,225000,2000
